text,tags
Lady Gaga Beat It 192kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Dexter S07E10 DV,"B-TITLE,O,B-QUALITY"
Mayor Sokolov S02E12 4K DV WEBRip,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Брат 2 2016 720p HDR DVDR,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Zhmurki 1975 1080p 8bit REMUX x265,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Coco 8K WEB DL,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Beyonce Smooth Criminal AAC,"B-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Каспийский Груз Перемен,"B-ARTIST,I-ARTIST,B-TITLE"
Taylor Swift Starboy,"B-ARTIST,I-ARTIST,B-TITLE"
Hans Zimmer Nothing Else Matters 96kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Return of the Jedi 2003 720p DV HDRip,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Parasite 1986 480p REMUX,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Иван Васильевич меняет профессию 1080p DVDRip DDP5 1,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Dua Lipa Dont Stop Believin Lossless,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Mihail Krug Gruppa Krovi MP3,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Kanye West Rolling in the Deep ALAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Django Unchained 4K IMAX BDREMUX,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Parasite 1080p DVDRip DivX DTS X,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Back to the Future 1980 1080p HDTV,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Битва 2014,"B-TITLE,B-YEAR"
Ivan Vasilevich Menyaet Professiyu 1992 4K HEVC,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
La La Land 2018 2160p BluRay AMIABLE,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Deadpool 1966 720p BDRip H 265 FoV,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Soul 1950 8K BluRay DTS HD DRONES,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Terminator Genisys 1954 2160p DVDR AV1 HONE,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Stranger Things S03E18 2006 1440p 10bit DivX DD,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Chernaya Molniya 4K Dolby Vision DVDR,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
2024 Parasite 1440p HEVC,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY"
The Prestige 1966 1440p DVDRip XviD DTS TBS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Dark Knight Rises 2024 8K HDRip XviD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Sting Dont Stop Believin,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Full Metal Jacket 1952 480p REMUX XviD HONE,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Frank Sinatra Beat It 128kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Return of the King 2009,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Дневной дозор 1960 720p BRRip AV1,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
1993,B-YEAR
1956 Gravity 4K BDRip DivX AC3,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1961 The Two Towers 1440p BRRip AVC,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Interny S07E18 1980 720p 8bit WEBRip,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Utomlennye Solntsem 1999,"B-TITLE,I-TITLE,B-YEAR"
Eye of the Tiger,"B-TITLE,I-TITLE,I-TITLE,I-TITLE"
clip movie,"O,O"
Taylor Swift Let It Be 1954 AAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Birdman 2008 1440p DDP AVS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Операция Ы 1976,"B-TITLE,I-TITLE,B-YEAR"
Encanto 2020 1080p BluRay AV1 ION10,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
John Wick Chapter 2 1955,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
The Hobbit 1989 480p DVDRip GalaxyRG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
2011 Avatar 8K DVDR AVC,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Адмиралъ 1973 4K BDRip HEVC,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
WALL E 2024 720p,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Alisa Noch OGG,"B-ARTIST,B-TITLE,B-QUALITY"
ВИА Гра Песня без Слов FLAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
The Boys S06E22 2004 1440p BDRip DDP,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Finding Nemo 2019,"B-TITLE,I-TITLE,B-YEAR"
Legenda 17 2007 4K WEBRip AV1 DD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
2011 Blade Runner 2049 1440p BDRip H 265,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1980,B-YEAR
Майор 1999 1080p SiNNERS,"B-TITLE,B-YEAR,B-QUALITY,O"
Spotlight 1968,"B-TITLE,B-YEAR"
Encanto 1955 1080p H 265 YTS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Nelyubov 8K 8bit BDREMUX,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Taylor Swift Crawling,"B-ARTIST,I-ARTIST,B-TITLE"
Скриптонит Питер,"B-ARTIST,B-TITLE"
2017 The Revenant 1080p AV1 DD,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Guardians of the Galaxy 1975 720p DVDR DivX DDP TGx,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Interny S05E11 1953 8K REMUX,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY"
Madonna Highway to Hell ALAC,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Hacksaw Ridge 1976 1080p BRRip AV1 AMZN,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Wonder Woman 1979,"B-TITLE,I-TITLE,B-YEAR"
Pulp Fiction 2019 8K HDRip AVC SiNNERS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Encanto 1954 720p BRRip H 264,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Billie Eilish Like a Rolling Stone 1989 AAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Goodfellas 1954 720p WEBRip AV1 MZABI,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
FLAC,B-QUALITY
test,O
Leviafan 1971 1440p HDR BRRip x265,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Inside Out 2003 2160p HDR10Plus H 265 AMIABLE,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Brat 1996 8K HDR10 H 264,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Ex Machina 1962 2160p IMAX BDRip DDP MEZG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Joker 2008,"B-TITLE,B-YEAR"
Gladiator 1964 1440p HDRip H 265 FoV,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Godfather,"B-TITLE,I-TITLE"
Inception 2017 4K REMUX AVC AVS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Mr Robot S04E16 8K BDRemux H 265 DTS,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Avatar 1959 8K HDTV AV1 FGT,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Двенадцать 1954 4K 8bit HDTV DTS X,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Стиляги 720p REMUX x264 AC3,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Дурак 1991 8K BDRemux DD5 1,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Spotlight 1991 480p BDRip H 264 GECKOS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Gladiator 2021 1080p 10bit HDRip EAC3 HONE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Shawshank Redemption 1996,"B-TITLE,I-TITLE,I-TITLE,B-YEAR"
1967,B-YEAR
Адмиралъ 1992 1080p HDR DDP5 1 EVO,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Аритмия 4K HDTV DD,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Durak 2023,"B-TITLE,B-YEAR"
1966 The Dark Knight Rises 480p HDR DVDRip H 265,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Once Upon a Time in Hollywood 1965 480p x265 DDP BluHD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Bi 2 Zvezda po Imeni Solntse,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE"
Man of Steel 1988 480p HDR10 REMUX H 264 TBS,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
137,O
Дурак 2013 720p HDRip,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
1983 Heat 2160p BDREMUX AV1 DTS,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
WALL E 2024 720p DV DVDRip x265 DTS X FGT,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Chernaya Molniya 2005,"B-TITLE,I-TITLE,B-YEAR"
The Weeknd Hotel California 1971 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Interny S06E13 4K VP9,"B-TITLE,O,B-QUALITY,I-QUALITY"
The Empire Strikes Back 1080p 10bit HDTV AVC,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Reservoir Dogs 1440p WEB DL HEVC,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Once Upon a Time in Hollywood 1998,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Высоцкий 8K Dolby Vision HDTV HEVC,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Antikiller 1996 1440p WEB DL H 265 YTS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Turetskiy Gambit 1980 4K BDRemux XviD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Nelyubov 2011 4K BluRay DivX TrueHD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Blade Runner 1966 1080p BDRip x264 TBS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
1982 The Departed 2160p HDR10 DivX,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Avengers Infinity War 1998 8K UHD WEB DL DD5 1 DEMAND,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Брат 2 1950,"B-TITLE,I-TITLE,B-YEAR"
Кавказская пленница 1999,"B-TITLE,I-TITLE,B-YEAR"
Avengers Endgame 2013 720p WEB DL DTS X YIFY,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Drake Thriller DSD,"B-ARTIST,B-TITLE,B-QUALITY"
The Witcher S07E14 2160p H 264,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
DDT Peremen 192kbps,"B-ARTIST,B-TITLE,B-QUALITY"
Avengers Infinity War 1986,"B-TITLE,I-TITLE,I-TITLE,B-YEAR"
Mad Max Fury Road 2019,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Saving Private Ryan 1975,"B-TITLE,I-TITLE,I-TITLE,B-YEAR"
Дылда 2160p HDRip,"B-TITLE,B-QUALITY,I-QUALITY"
Devchata 1992 8K HDRip,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Led Zeppelin Creep 1967 AAC,"B-ARTIST,I-ARTIST,B-TITLE,B-YEAR,B-QUALITY"
The Lion King 1954 1080p BDRip,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Imagine Dragons Africa 96kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Дылда 1956,"B-TITLE,B-YEAR"
24 S04E22 2160p x264,"B-TITLE,O,B-QUALITY,I-QUALITY"
Mnogotochie Zvezda po Imeni Solntse Lossless,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Heat 2012 4K UHD HDTV x264 BTN,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Django Unchained 1979 8K 10bit HDRip ION10,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
clip,O
Kanye West Thunderstruck 96kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Univer S01E14 2160p REMUX VP9,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Майор 1989 480p DVDR DTS HD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Жмурки 2008,"B-TITLE,B-YEAR"
Valeriy Meladze Derevo Lossless,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
The Shawshank Redemption 2007 1440p BluRay EVO,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Jurassic Park 2015 2160p HDR10 AVC,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Cheburashka 1965,"B-TITLE,B-YEAR"
Dr Dre Hello,"B-ARTIST,I-ARTIST,B-TITLE"
Mr Robot S01E20 4K BRRip H 264 Atmos,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Stas Mihaylov Noch,"B-ARTIST,I-ARTIST,B-TITLE"
Dune 1975 720p BDREMUX,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
John Wick 1979,"B-TITLE,I-TITLE,B-YEAR"
Antikiller 1963 8K UHD H 264,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Brilliantovaya Ruka 2014 1080p WEB DL DDP5 1 PSA,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Dvizhenie Vverh 1973 1440p H 265 AVS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Full Metal Jacket 4K HDR10Plus BDRemux DDP,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Encanto 2002 1080p HDR10 REMUX Atmos SiNNERS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Юрьев день 1994 1080p WEB DL AC3,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Moana 1950 8K AVC Atmos AMZN,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Hacksaw Ridge 1988 4K REMUX WiKi,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
The Wire S06E03 1440p WEBRip AV1,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Kuhnya S02E18 1971 480p XviD,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY"
House of the Dragon S05E17 2016 8K DVDRip DD5 1,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Indiana Jones 1983 4K HDR,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Back to the Future 1960 1080p UHD H 264 HONE,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Saving Private Ryan 720p HDRip XviD AC3,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Heat,B-TITLE
Beyonce Hey Jude Lossless,"B-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Двенадцать 1997 720p AVC EbP,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Jurassic World 1975,"B-TITLE,I-TITLE,B-YEAR"
Return of the Jedi 1968,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Brat 2 1440p 8bit BluRay DTS HD,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Memento,B-TITLE
Ёлки 1976 720p IMAX DVDRip DTS AMIABLE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
DUMP v2 VIDEO,"O,O,O"
Dune 1968 8K WEB DL H 265 WiKi,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
True Detective S07E24 720p BDRemux DDP,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
1952 The Avengers 480p UHD,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Iron Maiden Levitating 256kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
video,O
The Weeknd Master of Puppets Lossless,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
320kbps,B-QUALITY
David Bowie Watermelon Sugar,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE"
Юрьев день 2015 1440p BDRemux XviD EVO,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Oasis Smells Like Teen Spirit AAC,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Skyfall 1954 1080p DVDRip H 265 AMIABLE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Lost S06E19 1080p BDREMUX VP9,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Sherlock S01E14 1953 4K DVDR DivX,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Tenet 4K BDRip,"B-TITLE,B-QUALITY,I-QUALITY"
Reservoir Dogs 2000 BRRip VP9 EAC3 EbP,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
1440p,B-QUALITY
Splin Kogda Tvoya Devushka Bolna,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE"
Ирония судьбы 1950 4K DVDRip x265,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Mad Max Fury Road 480p BDREMUX TrueHD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Mashina Vremeni Malysh 192kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
2160p,B-QUALITY
Euphoria S06E04 1080p HDR10Plus DDP5 1,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Joker 2005 1080p BDREMUX AV1 AVS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Холоп 1975,"B-TITLE,B-YEAR"
Daft Punk Master of Puppets 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Mnogotochie Kukushka,"B-ARTIST,B-TITLE"
Дылда 2160p BRRip x265,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
2000 The Empire Strikes Back 720p DVDRip DTS X,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
David Bowie Perfect 2013 OGG,"B-ARTIST,I-ARTIST,B-TITLE,B-YEAR,B-QUALITY"
Birdman 2016 720p REMUX,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Interstellar 1953 1080p DTS GECKOS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Zhmurki 1960,"B-TITLE,B-YEAR"
Dvizhenie Vverh 2019 1080p AVC,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Rammstein Hello 1974 AAC,"B-ARTIST,B-TITLE,B-YEAR,B-QUALITY"
1980 Ex Machina 4K x265,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Olga S02E09 2015 1080p HDRip XviD,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
video,O
Нелюбовь 2018 8K HDR10Plus WEB DL XviD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Hey Jude,"B-TITLE,I-TITLE"
Blade Runner 2049 1972 2160p REMUX WiKi,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
1983 Jurassic Park 8K HDTV,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Schindlers List 1958 1080p XviD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Legenda 17 2160p HDTV,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Bruno Mars Levitating,"B-ARTIST,I-ARTIST,B-TITLE"
David Bowie Bohemian Rhapsody DSD,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Toy Story 8K IMAX DVDRip VP9 DTS,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1986 Batman Begins 720p WEB DL DD,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1960 Dunkirk 720p x265 DDP,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
The Last of Us S04E06 8K HDR10Plus BluRay EAC3,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Turetskiy Gambit 1440p HDTV x265 DDP5 1,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
FINAL NEW,"O,O"
Man of Steel 480p H 264 DD,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Narcos S02E02 1440p AVC TrueHD,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Inglourious Basterds 1991 1440p H 265 TrueHD TBS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Arrival 1956 1440p HDR10Plus DVDR CHD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Ivan Vasilevich Menyaet Professiyu 8K HDRip EAC3,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
The Hateful Eight 2005 480p Dolby Vision BluRay AVC DTS HD CMRG,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Vikingo 480p 8bit WEBRip AVC TrueHD,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Sklifosovskiy S04E11 480p DV BluRay H 264,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
test,O
Аквариум Невидимка,"B-ARTIST,B-TITLE"
909,O
Arrival 1964,"B-TITLE,B-YEAR"
Captain America 1981 720p BDRip x264 FoV,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Stas Mihaylov Nevidimka ALAC,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Toy Story 1982 720p HDRip DDP,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Стас Михайлов Кукушка,"B-ARTIST,I-ARTIST,B-TITLE"
AC DC Money FLAC,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Ария Питер,"B-ARTIST,B-TITLE"
